Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
301,Tennessee State,31,5,26,.161,-15.08,-2.53,2,14,5,8,0,18,1793,2111,64.7,89.3,.419,.314,.483,47.8,48.1,8.3,10.2,.450,19.6,27.8,.259
302,Tennessee Tech,30,12,18,.400,-6.35,-3.85,4,12,10,4,2,14,2118,2095,67.7,103.9,.350,.302,.522,53.4,51.4,9.1,8.5,.490,17.0,36.9,.237
303,Tennessee,29,15,14,.517,7.60,8.18,7,10,9,7,6,7,1837,1854,61.2,103.1,.317,.333,.518,51.0,47.8,12.7,10.2,.487,16.9,36.8,.218
304,Texas A&M-Corpus Christi,28,16,12,.571,-6.63,-5.89,11,5,8,3,8,9,1855,1827,64.5,102.2,.528,.293,.537,49.8,48.5,10.6,7.4,.492,17.9,31.6,.359
305,Texas A&M,29,20,9,.690,12.26,6.67,11,6,13,2,7,7,1964,1802,64.1,104.7,.383,.286,.530,53.4,60.3,8.7,7.8,.502,16.2,34.8,.249
306,Texas-Arlington,28,16,12,.571,-2.31,-2.50,10,8,9,5,7,7,2034,1990,70.4,102.7,.388,.363,.532,50.1,51.6,9.8,9.7,.499,17.3,31.8,.262
307,Texas Christian,30,17,13,.567,12.11,5.21,4,13,13,5,4,8,2047,1840,64.5,104.9,.472,.259,.509,52.2,55.4,9.4,13.3,.480,15.2,37.7,.288
308,Texas-El Paso,28,19,9,.679,5.67,0.03,11,5,12,3,7,6,1932,1774,65.7,104.5,.425,.291,.544,50.8,56.0,8.1,10.3,.516,16.4,28.8,.276
309,Texas-Pan American,29,9,20,.310,-14.49,-4.22,3,10,7,4,2,16,1813,2058,65.3,95.8,.404,.267,.503,47.0,61.0,8.6,8.8,.464,18.1,30.6,.272
310,Texas-San Antonio,27,13,14,.481,-2.80,-2.16,7,9,6,7,7,7,1923,1910,67.1,105.6,.427,.349,.525,51.7,51.8,10.5,6.2,.482,15.9,36.4,.298
311,Texas Southern,29,17,12,.586,-6.76,-5.25,14,2,7,1,10,11,1889,1933,63.5,99.9,.448,.329,.515,49.3,46.1,9.8,9.1,.479,17.8,33.9,.290
312,Texas State,27,13,14,.481,-5.05,-3.26,7,11,9,6,4,8,1677,1616,63.7,95.4,.370,.311,.498,48.3,52.3,11.3,6.6,.457,17.5,29.2,.257
313,Texas Tech,30,13,17,.433,4.27,7.43,3,14,13,6,0,11,1822,1917,63.3,95.1,.472,.330,.493,51.1,53.5,9.3,12.4,.449,18.7,34.7,.307
314,Texas,30,18,12,.600,17.15,9.62,7,10,12,5,6,7,2048,1822,63.5,106.2,.376,.337,.535,55.8,55.4,5.7,21.5,.495,17.1,37.8,.272
315,Toledo,30,19,11,.633,6.43,0.96,11,6,10,4,9,7,2280,2116,67.1,112.3,.413,.299,.573,52.5,51.2,7.9,7.7,.531,15.5,32.3,.309
316,Towson,31,12,19,.387,-6.50,-3.34,5,13,4,9,8,10,1965,2006,61.7,101.5,.472,.258,.495,56.0,42.9,5.7,10.3,.451,17.2,41.3,.310
317,Troy,28,10,18,.357,-8.57,-4.91,5,14,5,9,5,9,1853,1917,66.3,98.9,.397,.370,.520,49.2,40.7,10.1,6.3,.487,18.6,31.7,.262
318,Tulane,29,14,15,.483,-0.84,1.06,5,12,9,8,5,7,1846,1855,64.0,97.4,.347,.354,.498,51.4,49.6,9.8,5.8,.466,17.3,33.5,.227
319,Tulsa,29,21,8,.724,7.92,2.67,14,3,12,4,9,4,1893,1749,64.4,100.6,.438,.319,.510,51.5,48.8,8.9,9.9,.475,15.3,30.2,.283
320,UCLA,31,19,12,.613,11.73,8.15,11,7,16,1,3,11,2216,2105,67.4,105.2,.372,.295,.520,53.1,54.7,9.9,9.2,.487,14.9,34.3,.249
321,Utah State,29,18,11,.621,3.26,0.19,11,6,11,4,7,7,1929,1831,62.9,104.3,.368,.363,.552,45.6,62.5,7.6,14.6,.526,14.9,21.4,.246
322,Utah Valley,28,10,18,.357,-12.79,-4.71,4,9,7,5,3,13,1644,1799,62.8,93.5,.326,.357,.490,49.8,62.4,7.3,7.0,.452,17.8,29.3,.228
323,Utah,28,22,6,.786,22.67,6.78,12,4,16,1,6,5,2028,1563,63.1,114.3,.433,.372,.591,53.6,58.5,9.9,16.1,.562,15.8,31.1,.301
324,Valparaiso,31,26,5,.839,6.17,-2.58,13,3,13,1,13,4,2190,1857,64.4,109.3,.367,.332,.554,55.7,52.9,9.4,12.7,.527,16.9,36.3,.247
325,Vanderbilt,30,18,12,.600,12.03,6.27,8,9,14,4,4,8,2083,1889,63.0,108.4,.433,.358,.573,51.7,63.5,7.7,15.5,.537,18.1,32.7,.307
326,Vermont,30,18,12,.600,1.73,-5.82,11,4,12,3,6,9,1974,1710,63.4,103.0,.412,.297,.555,51.6,55.7,10.3,14.4,.521,18.2,27.4,.286
327,Villanova,30,28,2,.933,21.93,7.53,15,2,15,0,13,2,2272,1840,65.3,115.0,.439,.422,.584,51.8,62.7,11.7,12.8,.546,14.7,32.6,.319
328,Virginia Commonwealth,29,21,8,.724,13.48,5.73,11,5,11,4,10,4,2114,1889,66.6,106.7,.365,.400,.518,48.5,51.0,14.5,12.6,.491,12.9,31.2,.234
329,VMI,29,11,18,.379,-8.78,-3.67,7,11,6,8,5,10,2354,2339,77.7,102.7,.293,.521,.513,48.4,49.7,11.1,17.7,.483,16.0,33.0,.201
330,Virginia Tech,30,10,20,.333,1.94,5.38,2,15,9,8,1,12,1965,2068,64.2,101.1,.327,.360,.536,45.2,51.7,6.9,9.1,.516,16.6,26.4,.208
331,Virginia,29,28,1,.966,23.23,7.40,16,1,15,1,13,0,1909,1450,58.4,111.8,.338,.269,.545,56.6,54.6,9.3,11.7,.511,13.2,34.6,.243
332,Wagner,30,10,20,.333,-11.15,-4.67,8,10,8,5,2,15,2052,2206,67.8,99.2,.341,.318,.489,52.1,44.9,9.4,6.4,.450,16.8,37.7,.238
333,Wake Forest,30,13,17,.433,5.74,8.37,5,12,11,7,2,10,2068,2147,68.7,99.1,.424,.338,.509,52.3,58.7,9.7,10.4,.477,16.9,32.1,.270
334,Washington State,28,12,16,.429,0.39,5.97,6,10,7,5,5,11,1975,2131,68.0,102.8,.406,.377,.537,48.8,62.7,5.8,10.0,.496,15.9,27.0,.290
335,Washington,28,15,13,.536,5.58,4.40,4,12,7,6,8,7,1935,1902,66.7,103.1,.352,.328,.523,49.7,54.5,7.4,13.9,.490,15.2,31.5,.241
336,Weber State,27,12,15,.444,-7.64,-3.40,7,9,7,5,5,10,1792,1823,64.8,102.5,.449,.402,.543,50.1,55.9,8.2,12.2,.491,17.9,29.2,.336
337,West Virginia,30,22,8,.733,16.62,9.02,10,7,11,3,11,5,2215,1987,69.5,105.4,.401,.334,.497,52.5,56.4,16.0,7.0,.461,15.1,40.9,.263
338,Western Carolina,30,14,16,.467,-5.67,-3.46,9,9,7,5,7,11,2123,2150,66.7,104.3,.363,.318,.530,50.1,48.0,11.9,11.5,.495,17.1,35.4,.254
339,Western Illinois,27,8,19,.296,-12.91,-3.07,3,13,8,6,0,13,1697,1896,68.0,92.0,.304,.348,.497,46.8,55.0,7.8,6.6,.463,16.5,20.8,.210
340,Western Kentucky,28,18,10,.643,1.59,-0.45,11,5,13,3,5,7,2034,1892,68.5,105.1,.385,.383,.534,51.8,58.2,7.9,9.4,.506,16.0,31.8,.252
341,Western Michigan,30,18,12,.600,1.56,0.70,9,8,11,2,7,10,2143,2074,64.8,108.9,.416,.357,.563,50.3,52.8,10.0,6.4,.530,16.2,31.3,.290
342,Wichita State,30,27,3,.900,16.12,2.71,17,1,15,0,12,3,2113,1676,61.6,113.5,.371,.355,.545,54.4,57.0,11.2,10.8,.513,12.9,35.4,.257
343,William & Mary,29,18,11,.621,3.36,-1.20,12,6,12,2,6,9,2122,1916,64.9,112.8,.358,.415,.605,50.1,58.8,9.4,14.6,.575,16.2,24.6,.265
344,Winthrop,29,17,12,.586,-3.60,-7.37,12,6,11,3,6,9,2148,1954,67.6,107.7,.355,.390,.558,49.8,49.0,10.5,13.3,.524,15.8,30.3,.256
345,Wisconsin,29,26,3,.897,24.15,8.39,14,2,15,1,11,2,2074,1617,59.6,119.4,.379,.366,.579,54.9,49.0,7.5,10.9,.541,10.9,31.6,.285
346,Wofford,31,25,6,.806,2.64,-2.64,16,2,13,1,12,5,2068,1856,63.1,105.6,.371,.325,.547,50.9,58.0,10.8,6.5,.517,15.4,28.8,.252
347,Wright State,31,11,20,.355,-6.08,-0.81,3,13,4,8,7,12,1989,2107,64.4,98.8,.324,.353,.532,46.0,56.9,8.3,7.2,.502,16.8,23.3,.225
348,Wyoming,30,22,8,.733,3.98,-0.95,11,6,17,2,5,6,1865,1677,58.5,104.4,.404,.398,.566,50.5,68.4,9.7,11.1,.533,17.2,22.9,.284
349,Xavier,30,18,12,.600,15.59,8.63,8,9,13,3,5,9,2243,2034,66.6,110.5,.373,.331,.571,52.9,63.9,9.3,8.1,.535,15.7,31.7,.274
350,Yale,30,21,8,.724,3.75,-0.88,10,2,9,3,12,5,1993,1767,62.8,107.6,.393,.361,.548,54.4,60.1,9.4,12.1,.512,16.9,35.3,.278
351,Youngstown State,32,11,21,.344,-7.23,-1.34,2,14,6,9,5,12,2287,2394,68.2,104.0,.367,.322,.533,47.4,55.8,8.7,5.4,.499,15.0,28.1,.255
